"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                            Participation in any learning activities by degree of urbanisation"	"trng_any3"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in any learning activities by NACE Rev. 1.1 activity"	"trng_any4"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in any learning activities by size of the local unit"	"trng_any5"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in any learning activities by occupation"	"trng_any6"	"dataset"	"21.07.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in formal education by sex and age"	"trng_fed1"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in formal education by educational attainment level and labour status"	"trng_fed2"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in formal education by degree of urbanisation"	"trng_fed3"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in formal education by sex and labour status"	"trng_fed6"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Fields of study in formal education by sex and labour status"	"trng_fed8"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in non-formal education and training by sex and age"	"trng_nfe1"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in non-formal education and training by number of activities"	"trng_nfe2"	"dataset"	"26.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in non-formal education and training by educational attainment level and labour status"	"trng_nfe3"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in non-formal education and training by degree of urbanisation"	"trng_nfe4"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in job-related non-formal education and training by size of the local unit"	"trng_nfe5"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in non-formal education and training by main reason for participating in the taught activity"	"trng_nfe6"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in non-formal education and training within (or not) paid working hours"	"trng_nfe7"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in non-formal education and training by number of taught activities, sex and age"	"trng_nfe8"	"dataset"	"26.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in non-formal education and training by number of taught activities, sex and labour status"	"trng_nfe9"	"dataset"	"26.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation of employed persons in non-formal education and training by sex and occupation"	"trng_nfe11"	"dataset"	"21.07.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation of employed persons in non-formal education and training by sex and NACE Rev. 1.1 activity"	"trng_nfe12"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Mean instruction hours per employed participant in non-formal education and training by sex and NACE Rev. 1.1 activity"	"trng_nfe13"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Mean instruction hours per participant in non-formal education and training by sex and age"	"trng_nfe14"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Mean instruction hours per participant in non-formal education and training by sex and labour status"	"trng_nfe15"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Mean instruction hours per employed participant in non-formal education and training by sex and occupation"	"trng_nfe16"	"dataset"	"21.07.2009"	"08.02.2021"	"2003"	"2003"	
"                            Mean instruction hours per participant in non-formal education and training by field of learning"	"trng_nfe18"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation of employed persons in non-formal education and training activities on foreign languages and computers by sex and occupation"	"trng_nfe21"	"dataset"	"21.07.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation of employed persons in non-formal education and training by field of study, sex and NACE Rev. 1.1 activity"	"trng_nfe23"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in non-formal education and training within (or not) paid hours by sex and labour status"	"trng_nfe25"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in informal learning by sex and age"	"trng_inf1"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in informal learning by educational attainment level and labour status"	"trng_inf2"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participation in informal learning by degree of urbanisation"	"trng_inf3"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Self-studying (with printed materials) participants by sex and age"	"trng_inf4"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Self-studying (with printed materials) participants by educational attainment level and labour status"	"trng_inf5"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Computer based learning participants by sex and age"	"trng_inf6"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Computer based learning participants by educational attainment level and labour status"	"trng_inf7"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participants studying by making use of educational broadcasting by sex and age"	"trng_inf8"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participants studying by making use of educational broadcasting by educational attainment level and labour status"	"trng_inf9"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participants studying in libraries or learning centres by sex and age"	"trng_inf10"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                            Participants studying in libraries or learning centres by educational attainment level and labour status"	"trng_inf11"	"dataset"	"27.03.2009"	"08.02.2021"	"2003"	"2003"	
"                        2002. Employment of disabled persons"	"lfso_02"	"folder"	" "	" "	" "	" "	
"                            Prevalence of disability by sex, age and economic activity (NACE Rev. 1)"	"hlth_db_emnaag"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Prevalence of disability by sex, age and occupation"	"hlth_db_emocag"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Prevalence of disability by sex, age and marital status"	"hlth_db_emmaag"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Prevalence of disability by sex, age and educational attainment level"	"hlth_db_emedag"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Prevalence of disability by sex, age and labour status"	"hlth_db_emacag"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Prevalence of disability by sex, economic activity (NACE Rev. 1) and NUTS 2 regions"	"hlth_db_emrena"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Percentage distribution of types of disability by sex and age"	"hlth_db_emtyag"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Percentage distribution of causes of disability by sex and economic activity (NACE Rev. 1)"	"hlth_db_emcana"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Percentage distribution of duration of disability (in years) since onset, by cause of disability and sex"	"hlth_db_emduca"	"dataset"	"09.02.2010"	"08.02.2021"	"2002"	"2002"	
"                            Percentage distribution of assistance provided to employed disabled people by sex"	"hlth_db_emaspr"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Percentage distribution of types of assistance provided to employed disabled people by sex"	"hlth_db_emaspt"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Percentage distribution of assistance needed by not employed disabled people by sex"	"hlth_db_emasne"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Percentage distribution of types of assistance needed by not employed disabled people by sex"	"hlth_db_emasnt"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Percentage distribution of severities of disability by sex and age"	"hlth_db_emseag"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                            Percentage distribution of labour status by severity of disability, sex and age"	"hlth_db_emacse"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"                        2000. Transition from school to working life"	"lfso_00"	"folder"	" "	" "	" "	" "	
"                            Youth transitions from education to working life in Europe (in number of months)"	"edat_lfso_00t1"	"dataset"	"26.03.2009"	"08.02.2021"	"2000"	"2000"	
"                            Employed in service sector and occupational status of recent school-leavers"	"edat_lfso_00t2"	"dataset"	"26.03.2009"	"08.02.2021"	"2000"	"2000"	
"                            Young people's social origin, educational attainment level and labour outcomes in Europe"	"edat_lfso_00t3"	"dataset"	"26.03.2009"	"08.02.2021"	"2000"	"2000"	
"                            Parents educational attainment level"	"edat_lfso_00t4"	"dataset"	"26.03.2009"	"08.02.2021"	"2000"	"2000"	
"                            Job mismatches and their labour market effects among school-leavers in Europe"	"edat_lfso_00t5"	"dataset"	"26.03.2009"	"08.02.2021"	"2000"	"2000"	
"            Job vacancy statistics"	"jvs"	"folder"	" "	" "	" "	" "	
"                Job vacancy statistics by NACE Rev. 2 activity - quarterly data (from 2001 onwards)"	"jvs_q_nace2"	"dataset"	"20.03.2023"	"17.02.2023"	"2001Q1"	"2022Q4"	
"                Job vacancy statistics by NACE Rev. 2 activity, occupation and NUTS 2 regions - quarterly data"	"jvs_q_isco_r2"	"dataset"	"20.03.2023"	"17.02.2023"	"2001Q1"	"2022Q4"	
"                Job vacancy rate by NACE Rev. 2 activity - annual data"	"jvs_a_rate_r2"	"dataset"	"20.03.2023"	"17.02.2023"	"2008"	"2022"	
